TYPE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude,HOUR,MINUTE,YEAR,MONTH,DAY,Date,TIME_OF_DAY,Month_Name,Coordinates
Theft from Vehicle,53XX TYNE ST,Renfrew-Collingwood,497787.5,5453606.9,49.23524,-123.03039,22,0,1999,10,30,10/30/1999,Night,October,"49.23523626, -123.0303921"
Theft from Vehicle,12XX W 6TH AVE,Fairview,490441.9,5457038.7,49.26604,-123.13138,16,0,2001,6,11,06/11/2001,Night,June,"49.26603537, -123.1313784"
Break and Enter Commercial,20XX W 42ND AVE,Kerrisdale,488740.7,5453440.1,49.23364,-123.15466,3,5,1999,5,27,05/27/1999,Night,May,"49.23363677, -123.1546616"
Other Theft,5XX GRANVILLE ST,Central Business District,491556.8,5459008.1,49.28377,-123.11610,7,32,2006,12,3,12/03/2006,Evening,December,"49.28376741, -123.1160956"
Vehicle Collision or Pedestrian Struck (with Injury),SMITHE ST / GRANVILLE ST,Central Business District,491170.0,5458626.0,49.28032,-123.12141,2,35,2010,12,9,12/09/2010,Evening,December,"49.28032471, -123.121406"
Theft from Vehicle,1XX W GEORGIA ST,Central Business District,491773.9,5458495.5,49.27916,-123.11310,15,30,2011,1,27,01/27/2011,Evening,January,"49.27915927, -123.1130996"
Mischief,44XX OAK ST,South Cambie,490713.7,5454766.3,49.24560,-123.12759,17,0,2011,4,24,04/24/2011,Night,April,"49.24559915, -123.1275901"
Break and Enter Commercial,8XX E BROADWAY AVE,Mount Pleasant,493678.9,5456641.9,49.26251,-123.08688,0,0,2001,9,7,09/07/2001,Night,September,"49.26250883, -123.0868786"
Break and Enter Commercial,9XX W HASTINGS ST,Central Business District,491566.9,5459340.1,49.28675,-123.11596,18,43,2007,10,8,10/08/2007,Evening,October,"49.28675385, -123.1159636"
Theft from Vehicle,26XX MARINE CRES,Kerrisdale,488017.1,5452685.3,49.22683,-123.16458,14,0,2011,12,20,12/20/2011,Night,December,"49.22683362, -123.1645776"
Theft from Vehicle,TRIMBLE ST / W 10TH AVE,West Point Grey,485005.8,5456801.3,49.26379,-123.20609,20,30,2007,11,17,11/17/2007,Evening,November,"49.26379089, -123.2060903"
Theft from Vehicle,COMMODORE RD / SPYGLASS PL,Fairview,491612.4,5457249.7,49.26795,-123.11529,23,0,2004,7,13,07/13/2004,Night,July,"49.26795116, -123.1152944"
Theft from Vehicle,3X N TEMPLETON DR,Grandview-Woodland,495653.2,5459153.4,49.28512,-123.05977,20,0,2003,2,10,02/10/2003,Night,February,"49.28511745, -123.0597716"
Break and Enter Residential/Other,21XX GUELPH ST,Mount Pleasant,493093.4,5457014.1,49.26585,-123.09493,3,0,2004,10,12,10/12/2004,Night,October,"49.26585042, -123.0949328"
Other Theft,7XX W GEORGIA ST,Central Business District,491407.7,5458871.8,49.28254,-123.11814,12,19,2009,4,14,04/14/2009,Evening,April,"49.28253947, -123.1181426"
Vehicle Collision or Pedestrian Struck (with Injury),ARGYLE ST / E 57TH AVE,Victoria-Fraserview,494828.0,5451701.0,49.21807,-123.07102,18,14,2002,3,21,03/21/2002,Afternoon,March,"49.21807472, -123.0710218"
Theft from Vehicle,28XX SEMLIN DR,Kensington-Cedar Cottage,495345.1,5456303.7,49.25948,-123.06397,17,0,2003,7,12,07/12/2003,Night,July,"49.2594816, -123.0639748"
Theft from Vehicle,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.3,5457784.6,49.27278,-123.10010,11,30,2002,7,16,07/16/2002,Evening,July,"49.2727764, -123.1001034"
Theft of Bicycle,8XX GRIFFITHS WAY,Central Business District,492028.4,5458301.7,49.27742,-123.10960,10,0,2001,6,18,06/18/2001,Night,June,"49.27741902, -123.1095972"
Theft from Vehicle,20XX W 8TH AVE,Kitsilano,488936.7,5456893.1,49.26470,-123.15206,23,0,2002,11,28,11/28/2002,Night,November,"49.26470102, -123.1520648"
Theft of Vehicle,49XX MOSS ST,Renfrew-Collingwood,496723.7,5454137.4,49.24000,-123.04501,17,0,2004,3,1,03/01/2004,Night,March,"49.24000374, -123.0450102"
Theft from Vehicle,66XX BERKELEY ST,Victoria-Fraserview,495792.9,5452268.2,49.22318,-123.05778,3,40,2010,6,4,06/04/2010,Evening,June,"49.22318431, -123.0577779"
Break and Enter Residential/Other,66XX ELLIOTT ST,Victoria-Fraserview,496015.2,5452267.2,49.22318,-123.05473,12,0,2009,3,30,03/30/2009,Night,March,"49.2231768, -123.054725"
Theft from Vehicle,BEACH AVE / THURLOW ST,West End,490149.9,5458324.1,49.27759,-123.13542,13,0,2008,8,26,08/26/2008,Night,August,"49.27759358, -123.1354242"
Vehicle Collision or Pedestrian Struck (with Injury),MAIN ST / NATIONAL AVE,Central Business District,492726.0,5458024.0,49.27493,-123.10000,19,17,2008,1,24,01/24/2008,Afternoon,January,"49.27493012, -123.1000012"
Vehicle Collision or Pedestrian Struck (with Injury),W 7TH AVE / ALBERTA ST,Mount Pleasant,491932.0,5456896.0,49.26477,-123.11089,11,16,2002,10,16,10/16/2002,Afternoon,October,"49.2647736, -123.1108942"
Theft from Vehicle,15XX W 12TH AVE,Fairview,489788.4,5456456.4,49.26079,-123.14035,17,30,1999,10,14,10/14/1999,Evening,October,"49.26078764, -123.1403466"
Break and Enter Residential/Other,58XX TISDALL ST,Oakridge,491084.2,5453266.1,49.23211,-123.12247,18,10,2001,1,7,01/07/2001,Day,January,"49.23210976, -123.1224668"
Other Theft,6XX W 41ST AVE,Oakridge,491253.3,5453429.9,49.23359,-123.12015,14,13,2008,6,19,06/19/2008,Afternoon,June,"49.23358553, -123.1201479"
Mischief,6XX ALEXANDER ST,Strathcona,493432.5,5459018.3,49.28388,-123.09031,0,0,2008,5,4,05/04/2008,Night,May,"49.28388219, -123.0903055"
Mischief,3XX E 62ND AVE,Sunset,492747.1,5451290.1,49.21436,-123.09959,9,32,2001,6,21,06/21/2001,Evening,June,"49.21435746, -123.09959"
Break and Enter Residential/Other,48XX QUEBEC ST,Riley Park,492529.7,5454299.5,49.24143,-123.10263,0,30,2005,5,21,05/21/2005,Evening,May,"49.24142514, -123.1026308"
Break and Enter Commercial,5XX RICHARDS ST,Central Business District,491767.8,5458951.2,49.28326,-123.11319,3,55,2008,10,15,10/15/2008,Evening,October,"49.2832581, -123.1131931"
Theft from Vehicle,RICHARDS ST / W GEORGIA ST,Central Business District,491549.4,5458724.2,49.28121,-123.11619,23,0,2001,8,1,08/01/2001,Night,August,"49.28121313, -123.1161914"
Other Theft,3XX E BROADWAY AVE,Mount Pleasant,492816.6,5456684.8,49.26289,-123.09873,9,47,2004,3,3,03/03/2004,Evening,March,"49.26288511, -123.0987312"
Mischief,26XX MAIN ST,Mount Pleasant,492643.8,5456512.3,49.26133,-123.10110,11,0,2006,1,14,01/14/2006,Night,January,"49.26133139, -123.1011042"
Theft from Vehicle,1XX KEEFER ST,Central Business District,492642.0,5458524.9,49.27943,-123.10117,14,0,2006,2,27,02/27/2006,Night,February,"49.27943497, -123.1011653"
Theft from Vehicle,26XX ASH ST,Fairview,491449.6,5456583.2,49.26195,-123.11752,22,0,2011,10,20,10/20/2011,Night,October,"49.26195362, -123.1175179"
Theft from Vehicle,28XX E KENT N AVE,Killarney,496485.8,5450409.8,49.20647,-123.04825,22,20,2011,10,23,10/23/2011,Evening,October,"49.20647176, -123.0482455"
Mischief,67XX HUDSON ST,Oakridge,490152.1,5452381.0,49.22413,-123.13525,11,30,2004,6,5,06/05/2004,Evening,June,"49.22413371, -123.1352475"
Theft from Vehicle,E 12TH AVE / KASLO ST,Renfrew-Collingwood,496576.8,5456256.3,49.25906,-123.04705,11,0,2007,9,6,09/06/2007,Night,September,"49.259063, -123.0470464"
Theft from Vehicle,11XX BEACH AVE,West End,490136.2,5458353.3,49.27786,-123.13561,19,0,2000,12,10,12/10/2000,Night,December,"49.2778561, -123.1356136"
Theft of Bicycle,24XX E HASTINGS ST,Hastings-Sunrise,495894.7,5458718.8,49.28121,-123.05645,12,0,2011,9,9,09/09/2011,Night,September,"49.28120973, -123.056446"
Mischief,1XX KEEFER PL,Central Business District,492123.8,5458571.9,49.27985,-123.10829,21,25,2008,12,21,12/21/2008,Evening,December,"49.27985066, -123.1082911"
Mischief,17XX FIR ST,Fairview,489747.9,5457517.2,49.27033,-123.14093,17,0,2009,10,18,10/18/2009,Night,October,"49.2703285, -123.1409301"
Theft from Vehicle,1XX W GEORGIA ST,Central Business District,491773.9,5458495.5,49.27916,-123.11310,18,0,2011,11,21,11/21/2011,Night,November,"49.27915927, -123.1130996"
Theft from Vehicle,36XX SE MARINE DR,Killarney,498129.6,5450574.7,49.20796,-123.02568,23,0,2000,1,6,01/06/2000,Night,January,"49.20796195, -123.0256788"
Other Theft,30XX MAIN ST,Mount Pleasant,492636.1,5456172.4,49.25827,-123.10120,3,5,2001,12,12,12/12/2001,Night,December,"49.25827329, -123.1012036"
Theft from Vehicle,1XX W PENDER ST,Central Business District,492073.2,5458730.3,49.28127,-123.10899,23,11,2003,6,14,06/14/2003,Day,June,"49.28127493, -123.1089896"
Other Theft,5XX W HASTINGS ST,Central Business District,491827.1,5459079.6,49.28441,-123.11238,14,25,2006,1,23,01/23/2006,Evening,January,"49.2844136, -123.1123809"
Theft from Vehicle,15XX E 58TH AVE,Victoria-Fraserview,494525.3,5451613.9,49.21729,-123.07518,0,0,2006,10,31,10/31/2006,Night,October,"49.21728851, -123.0751773"
Theft of Bicycle,10XX BURRARD ST,West End,490729.8,5458622.3,49.28029,-123.12746,17,30,2001,7,31,07/31/2001,Evening,July,"49.28028527, -123.1274579"
Theft of Bicycle,14XX CREEKSIDE DR,Fairview,489764.4,5457806.0,49.27293,-123.14071,20,30,2010,9,16,09/16/2010,Evening,September,"49.27292658, -123.1407109"
Break and Enter Commercial,12XX CLARK DR,Grandview-Woodland,494380.7,5457834.4,49.27324,-123.07725,19,0,2001,7,18,07/18/2001,Night,July,"49.27324199, -123.0772507"
Break and Enter Commercial,16XX RENFREW ST,Hastings-Sunrise,496779.6,5457501.3,49.27026,-123.04427,17,30,2002,8,18,08/18/2002,Evening,August,"49.27026277, -123.044269"
Theft from Vehicle,12XX ROBSON ST,West End,490684.7,5459343.5,49.28677,-123.12809,21,0,2004,2,29,02/29/2004,Night,February,"49.28677135, -123.1280947"
Theft from Vehicle,9XX W 23RD AVE,South Cambie,490838.3,5455347.6,49.25083,-123.12589,19,0,2011,5,22,05/22/2011,Night,May,"49.25082994, -123.125892"
Mischief,8XX AVISON WAY,Stanley Park,490531.0,5460905.9,49.30082,-123.13025,21,0,2000,11,20,11/20/2000,Night,November,"49.30082343, -123.1302463"
Mischief,25XX E 23RD AVE,Renfrew-Collingwood,496172.6,5455221.9,49.24976,-123.05259,1,0,2006,11,13,11/13/2006,Night,November,"49.24975596, -123.0525918"
Theft from Vehicle,14XX E 41ST AVE,Victoria-Fraserview,494416.3,5453316.0,49.23260,-123.07670,12,0,2005,4,11,04/11/2005,Night,April,"49.23259835, -123.0766976"
Theft from Vehicle,72XX CELISTA DR,Killarney,498043.4,5451744.2,49.21848,-123.02687,21,0,2003,10,14,10/14/2003,Night,October,"49.21848175, -123.0268686"
Theft from Vehicle,14XX E 1ST AVE,Grandview-Woodland,494561.6,5457437.3,49.26967,-123.07476,16,0,2010,12,21,12/21/2010,Night,December,"49.26967137, -123.0747575"
Theft from Vehicle,9XX SEYMOUR ST,Central Business District,491207.4,5458509.5,49.27928,-123.12089,20,0,2008,11,27,11/27/2008,Night,November,"49.27927749, -123.1208896"
Theft from Vehicle,11XX NELSON ST,West End,490662.7,5458898.6,49.28277,-123.12839,12,15,2000,8,8,08/08/2000,Afternoon,August,"49.28276907, -123.1283875"
Other Theft,7XX BUTE ST,West End,490797.7,5459282.3,49.28622,-123.12654,20,0,2008,9,24,09/24/2008,Night,September,"49.28622283, -123.1265405"
Theft from Vehicle,10XX ROBSON ST,West End,491031.9,5458997.8,49.28367,-123.12331,9,0,2003,11,23,11/23/2003,Night,November,"49.28366737, -123.1233126"
Theft from Vehicle,ALDER ST / W 12TH AVE,Fairview,490433.4,5456443.5,49.26068,-123.13148,1,0,2003,12,29,12/29/2003,Night,December,"49.2606814, -123.1314821"
Theft from Vehicle,3XX MAIN ST,Central Business District,492748.3,5458813.9,49.28204,-123.09971,8,30,2003,11,13,11/13/2003,Evening,November,"49.28203602, -123.0997089"
Break and Enter Residential/Other,25XX OXFORD ST,Hastings-Sunrise,496103.3,5459212.2,49.28565,-123.05358,10,0,2000,1,31,01/31/2000,Night,January,"49.28564877, -123.0535831"
Vehicle Collision or Pedestrian Struck (with Injury),W 7TH AVE / ALBERTA ST,Mount Pleasant,491932.0,5456896.0,49.26477,-123.11089,21,46,2008,10,6,10/06/2008,Evening,October,"49.2647736, -123.1108942"
Break and Enter Residential/Other,58XX LINCOLN ST,Killarney,498078.6,5453103.9,49.23071,-123.02639,23,0,1999,5,6,05/06/1999,Night,May,"49.23071254, -123.0263918"
Mischief,3X BLOOD ALLEY SQ,Central Business District,492360.6,5458913.3,49.28293,-123.10504,16,27,2003,4,22,04/22/2003,Evening,April,"49.28292506, -123.1050423"
Theft of Bicycle,16XX DURANLEAU ST,Fairview,490107.2,5457767.4,49.27258,-123.13600,17,30,2011,7,12,07/12/2011,Evening,July,"49.27258492, -123.1359979"
Vehicle Collision or Pedestrian Struck (with Injury),16XX BLOCK W KING EDWARD AVE,Shaughnessy,489587.0,5455165.0,49.24917,-123.14308,3,49,2000,9,22,09/22/2000,Evening,September,"49.2491675, -123.143081"
Theft from Vehicle,11XX W 58TH AVE,Marpole,490447.8,5451728.4,49.21827,-123.13117,11,0,2001,10,30,10/30/2001,Night,October,"49.21826863, -123.131171"
Mischief,21XX W 8TH AVE,Kitsilano,488868.3,5456895.6,49.26472,-123.15300,3,15,2000,5,19,05/19/2000,Afternoon,May,"49.26472155, -123.1530039"
Theft from Vehicle,6XX E HASTINGS ST,Strathcona,493439.9,5458712.8,49.28113,-123.09020,15,0,1999,12,1,12/01/1999,Night,December,"49.28113416, -123.0901986"
Break and Enter Residential/Other,23XX UPLAND DR,Victoria-Fraserview,495745.2,5451684.4,49.21793,-123.05843,21,45,2000,3,12,03/12/2000,Evening,March,"49.217932, -123.0584261"
Mischief,DUNSMUIR ST / HORNBY ST,Central Business District,491393.4,5459134.0,49.28490,-123.11835,2,40,2003,11,2,11/02/2003,Evening,November,"49.2848978, -123.1183454"
Theft from Vehicle,7XX W 8TH AV,Fairview,491274.8,5456830.6,49.26418,-123.11993,0,0,2001,4,13,04/13/2001,Night,April,"49.26417584, -123.1199258"
Mischief,30XX E KENT S AVE,Killarney,496801.7,5450410.2,49.20648,-123.04391,0,1,2000,9,3,09/03/2000,Night,September,"49.20647673, -123.0439089"
Mischief,E 13TH AVE / MAIN ST,Mount Pleasant,492643.1,5456287.5,49.25931,-123.10111,0,15,2004,10,20,10/20/2004,Afternoon,October,"49.25930854, -123.1011087"
Theft from Vehicle,57XX VICTORIA DR,Victoria-Fraserview,495234.4,5453322.3,49.23266,-123.06546,15,0,2000,5,1,05/01/2000,Night,May,"49.2326622, -123.065461"
Other Theft,6XX GRANVILLE ST,Central Business District,491445.9,5458896.4,49.28276,-123.11762,17,33,2005,2,26,02/26/2005,Evening,February,"49.28276102, -123.1176182"
Other Theft,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.8,5456160.7,49.25821,-123.02649,15,23,2008,10,4,10/04/2008,Evening,October,"49.2582096, -123.0264862"
Theft of Bicycle,23XX W 3RD AVE,Kitsilano,488400.5,5457381.0,49.26908,-123.15945,16,0,2009,4,13,04/13/2009,Night,April,"49.26907947, -123.1594482"
Theft from Vehicle,6XX E 58TH AVE,Sunset,493278.3,5451604.0,49.21719,-123.09230,9,0,1999,9,25,09/25/1999,Night,September,"49.21718722, -123.0923008"
Mischief,3XX TERMINAL AVE,Strathcona,493000.2,5457727.6,49.27227,-123.09623,7,25,2003,8,31,08/31/2003,Evening,August,"49.27226688, -123.0962268"
Mischief,81XX GRANVILLE ST,Marpole,489778.9,5451056.2,49.21221,-123.14034,9,0,2003,10,1,10/01/2003,Night,October,"49.21221105, -123.1403399"
Break and Enter Residential/Other,68XX INVERNESS ST,Sunset,494167.4,5452163.9,49.22223,-123.08010,14,0,2011,1,4,01/04/2011,Night,January,"49.22223278, -123.0801003"
Theft from Vehicle,65XX CAMBIE ST,Oakridge,491530.7,5452589.1,49.22603,-123.11632,8,30,2001,2,14,02/14/2001,Evening,February,"49.22602623, -123.1163195"
Theft from Vehicle,4XX E HASTINGS ST,Strathcona,493071.1,5458733.2,49.28131,-123.09527,7,20,2001,4,4,04/04/2001,Evening,April,"49.28131323, -123.0952693"
Theft from Vehicle,DUNSMUIR ST / HORNBY ST,Central Business District,491393.4,5459134.0,49.28490,-123.11835,1,47,2006,4,12,04/12/2006,Evening,April,"49.2848978, -123.1183454"
Break and Enter Residential/Other,7XX W 69TH AVE,Marpole,491209.1,5450729.0,49.20929,-123.12069,1,30,2010,2,9,02/09/2010,Evening,February,"49.20929017, -123.1206947"
Theft of Bicycle,36XX W BROADWAY AVE,Kitsilano,486492.3,5456856.8,49.26433,-123.18566,14,30,2002,3,1,03/01/2002,Evening,March,"49.2643253, -123.1856605"
Theft from Vehicle,14XX COMOX ST,West End,490239.3,5459165.1,49.28516,-123.13422,11,30,1999,9,27,09/27/1999,Evening,September,"49.2851602, -123.1342153"
Theft of Bicycle,LABURNUM ST / W 41ST AVE,Kerrisdale,489036.3,5453536.4,49.23451,-123.15060,19,0,2001,11,9,11/09/2001,Night,November,"49.23450801, -123.1506038"
Mischief,11XX W 11TH AVE,Fairview,490590.9,5456536.9,49.26152,-123.12932,22,14,2001,3,11,03/11/2001,Afternoon,March,"49.26152426, -123.1293191"
Break and Enter Commercial,17XX DAVIE ST,West End,489708.1,5459372.8,49.28702,-123.14153,20,0,2002,10,17,10/17/2002,Night,October,"49.28701951, -123.1415251"
Theft of Vehicle,4XX E 34TH AVE,Riley Park,492989.1,5454091.6,49.23956,-123.09632,19,0,2007,7,3,07/03/2007,Night,July,"49.23956064, -123.0963152"
Other Theft,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.2,5456614.0,49.26227,-123.06821,14,38,2008,6,16,06/16/2008,Evening,June,"49.26226976, -123.0682098"
Break and Enter Residential/Other,35XX E 43RD AVE,Killarney,497963.1,5453118.9,49.23085,-123.02798,17,0,2000,4,12,04/12/2000,Night,April,"49.23084755, -123.0279778"
Mischief,18XX E PENDER ST,Grandview-Woodland,495074.3,5458609.1,49.28022,-123.06773,23,12,2008,3,7,03/07/2008,Afternoon,March,"49.28021689, -123.067725"
Other Theft,22XX CAMBIE ST,Mount Pleasant,491656.7,5456920.0,49.26499,-123.11468,17,3,2006,3,28,03/28/2006,Night,March,"49.26498552, -123.114679"
Other Theft,6XX GRANVILLE ST,Central Business District,491445.9,5458896.4,49.28276,-123.11762,16,6,2002,7,12,07/12/2002,Day,July,"49.28276102, -123.1176182"
Break and Enter Residential/Other,4XX E 18TH AVE,Riley Park,493147.4,5455778.0,49.25473,-123.09417,12,0,2008,10,9,10/09/2008,Night,October,"49.25473206, -123.0941691"
Theft from Vehicle,6XX HORNBY ST,Central Business District,491390.3,5459124.5,49.28481,-123.11839,13,0,2002,12,16,12/16/2002,Night,December,"49.28481167, -123.1183883"
Theft from Vehicle,COMMERCIAL DR / E 5TH AVE,Grandview-Woodland,494927.5,5457005.0,49.26579,-123.06972,11,0,2005,6,27,06/27/2005,Night,June,"49.26578661, -123.0697232"
Theft of Vehicle,5XX W 41ST AVE,South Cambie,491439.3,5453441.4,49.23369,-123.11759,9,20,2005,4,12,04/12/2005,Evening,April,"49.23369232, -123.1175928"
Break and Enter Residential/Other,7XX W 61ST AVE,Marpole,491120.2,5451381.9,49.21516,-123.12193,2,41,2010,2,1,02/01/2010,Evening,February,"49.2151618, -123.1219304"
Theft from Vehicle,8XX W 66TH AVE,Marpole,490954.2,5450957.4,49.21134,-123.12420,19,0,1999,11,17,11/17/1999,Night,November,"49.21134107, -123.1242004"
Theft from Vehicle,14XX QUEBEC ST,Mount Pleasant,492611.9,5457785.7,49.27279,-123.10157,20,16,1999,7,28,07/28/1999,Afternoon,July,"49.27278511, -123.101566"
Other Theft,15XX ROBSON ST,West End,490389.5,5459622.9,49.28928,-123.13216,21,11,2004,3,2,03/02/2004,Day,March,"49.28928029, -123.1321607"
Theft of Vehicle,34XX FRASER ST,Riley Park,493449.2,5455698.6,49.25402,-123.09002,18,20,2003,1,22,01/22/2003,Evening,January,"49.25402097, -123.0900214"
Theft from Vehicle,5XX RICHARDS ST,Central Business District,491789.2,5458959.7,49.28334,-123.11290,19,0,2000,5,25,05/25/2000,Night,May,"49.28333512, -123.1128993"
Theft of Vehicle,80XX CHAMPLAIN CRES,Killarney,497831.6,5451020.0,49.21197,-123.02977,22,30,2008,11,17,11/17/2008,Evening,November,"49.21196693, -123.0297722"
Theft from Vehicle,12XX W 73RD AVE,Marpole,490272.9,5450168.5,49.20423,-123.13354,0,50,2000,11,1,11/01/2000,Evening,November,"49.20423381, -123.1335354"
Vehicle Collision or Pedestrian Struck (with Injury),RUPERT ST / E 3RD AVE,Hastings-Sunrise,497555.0,5457200.0,49.26756,-123.03361,14,44,2008,6,12,06/12/2008,Evening,June,"49.26755647, -123.0336083"
Theft from Vehicle,19XX PINE ST,Fairview,489586.5,5457349.6,49.26882,-123.14315,17,0,2001,12,30,12/30/2001,Night,December,"49.26881872, -123.1431454"
Theft of Vehicle,32XX KINGSWAY AVE,Renfrew-Collingwood,497248.7,5453579.0,49.23498,-123.03779,17,0,2000,3,12,03/12/2000,Night,March,"49.23498374, -123.0377937"
Break and Enter Residential/Other,39XX PRINCE EDWARD ST,Riley Park,492956.2,5455231.2,49.24981,-123.09679,10,0,2010,4,17,04/17/2010,Night,April,"49.2498114, -123.0967872"
Break and Enter Residential/Other,11XX HOWE ST,Central Business District,490850.0,5458442.5,49.27867,-123.12580,13,15,2008,6,1,06/01/2008,Afternoon,June,"49.27866939, -123.125802"
Mischief,6XX CAMBIE ST,Central Business District,491821.6,5458582.7,49.27994,-123.11245,19,0,2004,4,11,04/11/2004,Night,April,"49.27994411, -123.1124467"
Break and Enter Residential/Other,28XX ALBERTA ST,Mount Pleasant,491924.0,5456359.3,49.25995,-123.11099,11,25,2006,12,13,12/13/2006,Evening,December,"49.25994559, -123.1109939"
Vehicle Collision or Pedestrian Struck (with Injury),SKEENA ST / GRANDVIEW HWY,Renfrew-Collingwood,497923.0,5456152.0,49.25813,-123.02854,11,1,2010,1,31,01/31/2010,Night,January,"49.25813085, -123.0285444"
